counter ; t (in s) ; lat0 (in decimal degrees) ; long0 (in decimal degrees) ; roll (in rad) ; pitch (in rad) ; yaw (in rad) ; winddir (in rad) ; windspeed (in m/s) ; filteredwinddir (in rad) ; filteredwindspeed (in m/s) ; heading (in rad) ; theta (in rad) ; psi (in rad) ; latitude (in decimal degrees) ; longitude (in decimal degrees) ; x (in m) ; y (in m) ; ax (in m) ; ay (in m) ; bx (in m) ; by (in m) ; CurWP ; wpslat[CurWP] (in decimal degrees) ; wpslong[CurWP] (in decimal degrees) ; e (in m) ; norm_ma (in m) ; norm_bm (in m) ; state ; deltag (in rad) ; deltavmax (in rad) ; phi+gammabar (in rad) ; gps time (in s) ;
68 ; 1560346014 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.23888297207 ; 0 ; 48.3377582183 ; -4.68485696 ; -4022.55313543 ; 6274.42040333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346014 ;
69 ; 1560346015 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.241584135361 ; 0 ; 48.3377556417 ; -4.68482431667 ; -4020.14048991 ; 6274.13389107 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346015 ;
70 ; 1560346016 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.246458126374 ; 0 ; 48.3377515133 ; -4.684792605 ; -4017.79683106 ; 6273.67484135 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346016 ;
71 ; 1560346017 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.26104183323 ; 0 ; 48.3377468417 ; -4.68476011167 ; -4015.39543732 ; 6273.15537572 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346017 ;
72 ; 1560346018 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.244171334573 ; 0 ; 48.3377423533 ; -4.68472717667 ; -4012.96138268 ; 6272.65629582 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346018 ;
73 ; 1560346019 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.23544318802 ; 0 ; 48.3377378583 ; -4.68469468667 ; -4010.56022055 ; 6272.15647462 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346019 ;
74 ; 1560346020 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.200127793618 ; 0 ; 48.33773444 ; -4.68466251167 ; -4008.18225675 ; 6271.7763733 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346020 ;
75 ; 1560346021 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.176082445451 ; 0 ; 48.33773164 ; -4.684630145 ; -4005.79007689 ; 6271.46502751 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346021 ;
76 ; 1560346022 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.135337544747 ; 0 ; 48.3377296183 ; -4.68459655 ; -4003.30704272 ; 6271.24022843 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346022 ;
77 ; 1560346023 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.101257277795 ; 0 ; 48.33772826 ; -4.684561855 ; -4000.74264917 ; 6271.08918865 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346023 ;
78 ; 1560346024 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.050831867524 ; 0 ; 48.3377277233 ; -4.68452756833 ; -3998.20837324 ; 6271.02951404 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346024 ;
79 ; 1560346025 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0115465390007 ; 0 ; 48.3377280217 ; -4.68449447167 ; -3995.76199133 ; 6271.0626872 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346025 ;
80 ; 1560346026 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0285139548103 ; 0 ; 48.337728075 ; -4.68446306167 ; -3993.44029953 ; 6271.06861759 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346026 ;
81 ; 1560346027 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00131921642227 ; 0 ; 48.3377281817 ; -4.68443217167 ; -3991.15703966 ; 6271.08047838 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346027 ;
82 ; 1560346028 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.0197419655998 ; 0 ; 48.3377289567 ; -4.68439991333 ; -3988.77258639 ; 6271.16665445 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346028 ;
83 ; 1560346029 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.0193693173607 ; 0 ; 48.3377308533 ; -4.68436618333 ; -3986.27926642 ; 6271.37755416 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346029 ;
84 ; 1560346030 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.011708451577 ; 0 ; 48.3377334417 ; -4.68433226 ; -3983.77160226 ; 6271.6653637 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346030 ;
85 ; 1560346031 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.0395513308723 ; 0 ; 48.3377362283 ; -4.68429980833 ; -3981.3727019 ; 6271.97522689 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346031 ;
86 ; 1560346032 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.0909053815086 ; 0 ; 48.3377384483 ; -4.68426762167 ; -3978.99343366 ; 6272.22207963 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346032 ;
87 ; 1560346033 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.162903381654 ; 0 ; 48.337739195 ; -4.68423436833 ; -3976.5354373 ; 6272.30510518 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346033 ;
88 ; 1560346034 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.206618501015 ; 0 ; 48.3377380383 ; -4.68420082 ; -3974.05578429 ; 6272.17648971 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346034 ;
89 ; 1560346035 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.218713356324 ; 0 ; 48.33773503 ; -4.68416813667 ; -3971.64021237 ; 6271.84197831 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346035 ;
90 ; 1560346036 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.215821935006 ; 0 ; 48.3377318517 ; -4.68413601167 ; -3969.26592292 ; 6271.48856377 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346036 ;
91 ; 1560346037 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.203579140969 ; 0 ; 48.3377289383 ; -4.68410390333 ; -3966.89284447 ; 6271.16461588 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346037 ;
92 ; 1560346038 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.184041811295 ; 0 ; 48.3377260233 ; -4.68407182 ; -3964.52161378 ; 6270.84048267 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346038 ;
93 ; 1560346039 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.182297064133 ; 0 ; 48.3377235183 ; -4.68403858833 ; -3962.06547124 ; 6270.56193938 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346039 ;
94 ; 1560346040 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.189602686234 ; 0 ; 48.3377218233 ; -4.68400376833 ; -3959.491863 ; 6270.37346398 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346040 ;
95 ; 1560346041 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.166048599549 ; 0 ; 48.33772065 ; -4.68396852833 ; -3956.88716955 ; 6270.24299526 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346041 ;
96 ; 1560346042 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.105963660546 ; 0 ; 48.33771908 ; -4.68393425 ; -3954.3535889 ; 6270.06841923 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346042 ;
97 ; 1560346043 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.0706396830757 ; 0 ; 48.3377177333 ; -4.68390161167 ; -3951.94121231 ; 6269.91867673 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346043 ;
98 ; 1560346044 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.103274298974 ; 0 ; 48.3377170183 ; -4.683869255 ; -3949.54960621 ; 6269.83917235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346044 ;
99 ; 1560346045 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.154267741509 ; 0 ; 48.3377161133 ; -4.68383623667 ; -3947.10910728 ; 6269.73854095 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346045 ;
100 ; 1560346046 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.18843562729 ; 0 ; 48.3377150067 ; -4.68380321 ; -3944.66800791 ; 6269.61548523 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346046 ;
101 ; 1560346047 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.19710381157 ; 0 ; 48.3377132967 ; -4.68377032 ; -3942.23705688 ; 6269.4253419 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346047 ;
102 ; 1560346048 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.210137797662 ; 0 ; 48.337711 ; -4.68373821167 ; -3939.86392837 ; 6269.16996422 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346048 ;
103 ; 1560346049 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.252136303254 ; 0 ; 48.3377084167 ; -4.68370583167 ; -3937.47074139 ; 6268.88271066 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346049 ;
104 ; 1560346050 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.274200750657 ; 0 ; 48.337705105 ; -4.68367250333 ; -3935.00751377 ; 6268.51447013 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346050 ;
105 ; 1560346051 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.263859344788 ; 0 ; 48.33770097 ; -4.68363848167 ; -3932.49310119 ; 6268.05467911 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346051 ;
106 ; 1560346052 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.240275455781 ; 0 ; 48.337697015 ; -4.68360465 ; -3929.99271829 ; 6267.61490317 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346052 ;
107 ; 1560346053 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.189863158532 ; 0 ; 48.3376936933 ; -4.683571565 ; -3927.54747653 ; 6267.24555069 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346053 ;
108 ; 1560346054 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.152402473756 ; 0 ; 48.337690965 ; -4.68353883333 ; -3925.12830562 ; 6266.94217386 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346054 ;
109 ; 1560346055 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.131616784402 ; 0 ; 48.3376890717 ; -4.68350532667 ; -3922.6517856 ; 6266.7316448 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346055 ;
110 ; 1560346056 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.143185688325 ; 0 ; 48.3376875633 ; -4.68347124667 ; -3920.13285751 ; 6266.56392579 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346056 ;
111 ; 1560346057 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.138547254868 ; 0 ; 48.3376859617 ; -4.68343794333 ; -3917.67134423 ; 6266.38582858 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346057 ;
112 ; 1560346058 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.144388033219 ; 0 ; 48.3376842067 ; -4.68340501833 ; -3915.23780732 ; 6266.19068149 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346058 ;
113 ; 1560346059 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.148771597215 ; 0 ; 48.3376828483 ; -4.68337231 ; -3912.82025485 ; 6266.03964171 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346059 ;
114 ; 1560346060 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.168279959031 ; 0 ; 48.33768132 ; -4.68333881 ; -3910.34419876 ; 6265.8696988 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346060 ;
115 ; 1560346061 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.193315340348 ; 0 ; 48.3376798767 ; -4.68330425833 ; -3907.7904014 ; 6265.70920745 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346061 ;
116 ; 1560346062 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.223702145882 ; 0 ; 48.3376777733 ; -4.68327000167 ; -3905.25845956 ; 6265.47532746 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346062 ;
117 ; 1560346063 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.223181678124 ; 0 ; 48.337675015 ; -4.68323676 ; -3902.80159203 ; 6265.16861478 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346063 ;
118 ; 1560346064 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.245505882569 ; 0 ; 48.3376713033 ; -4.68320477333 ; -3900.43756129 ; 6264.75589628 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346064 ;
119 ; 1560346065 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.259777857133 ; 0 ; 48.3376670117 ; -4.68317310333 ; -3898.09698117 ; 6264.27868472 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346065 ;
120 ; 1560346066 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.249375892945 ; 0 ; 48.3376625167 ; -4.68314081667 ; -3895.71083488 ; 6263.77886353 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346066 ;
121 ; 1560346067 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.270404173203 ; 0 ; 48.337657985 ; -4.683108035 ; -3893.28810272 ; 6263.27496518 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346067 ;
122 ; 1560346068 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.294614864655 ; 0 ; 48.3376542067 ; -4.683074585 ; -3890.81591233 ; 6262.85483369 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346068 ;
123 ; 1560346069 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.316305948563 ; 0 ; 48.3376500417 ; -4.683041285 ; -3888.35483842 ; 6262.39170682 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346069 ;
124 ; 1560346070 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.306907607384 ; 0 ; 48.33764489 ; -4.6830081 ; -3885.90233961 ; 6261.81886762 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346070 ;
125 ; 1560346071 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.272307707139 ; 0 ; 48.3376401117 ; -4.68297492167 ; -3883.45030464 ; 6261.28754119 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346071 ;
126 ; 1560346072 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.239488078423 ; 0 ; 48.3376355267 ; -4.68294177667 ; -3881.00071835 ; 6260.77771246 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346072 ;
127 ; 1560346073 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.181141210862 ; 0 ; 48.3376310567 ; -4.682908945 ; -3878.57428312 ; 6260.28067113 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346073 ;
128 ; 1560346074 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.149200869866 ; 0 ; 48.3376277867 ; -4.682876115 ; -3876.14787942 ; 6259.91706372 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346074 ;
129 ; 1560346075 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.126285864182 ; 0 ; 48.3376252617 ; -4.68284297333 ; -3873.69838174 ; 6259.63629653 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346075 ;
130 ; 1560346076 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.132166696854 ; 0 ; 48.3376230167 ; -4.68280903 ; -3871.1896068 ; 6259.38666392 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346076 ;
131 ; 1560346077 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.116957498856 ; 0 ; 48.337621545 ; -4.68277522 ; -3868.69062838 ; 6259.22302206 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346077 ;
132 ; 1560346078 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.117266250916 ; 0 ; 48.3376204467 ; -4.68274195833 ; -3866.23215195 ; 6259.10089296 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346078 ;
133 ; 1560346079 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.1167873872 ; 0 ; 48.3376198 ; -4.68270927167 ; -3863.81614272 ; 6259.02898691 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346079 ;
134 ; 1560346080 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0.128051711388 ; 0 ; 48.337618625 ; -4.68267687333 ; -3861.42148581 ; 6258.89833287 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1560346080 ;
