counter ; t (in s) ; lat0 (in decimal degrees) ; long0 (in decimal degrees) ; roll (in rad) ; pitch (in rad) ; yaw (in rad) ; winddir (in rad) ; windspeed (in m/s) ; filteredwinddir (in rad) ; filteredwindspeed (in m/s) ; heading (in rad) ; theta (in rad) ; psi (in rad) ; latitude (in decimal degrees) ; longitude (in decimal degrees) ; x (in m) ; y (in m) ; ax (in m) ; ay (in m) ; bx (in m) ; by (in m) ; CurWP ; wpslat[CurWP] (in decimal degrees) ; wpslong[CurWP] (in decimal degrees) ; e (in m) ; norm_ma (in m) ; norm_bm (in m) ; state ; deltag (in rad) ; deltavmax (in rad) ; phi+gammabar (in rad) ; gps time (in s) ;
4353 ; 1560350298 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.23315157221 ; 0 ; 48.3381705717 ; -4.65987407 ; -2175.91242385 ; 6320.27200198 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.24931829376 ; 0 ; 0 ; 0 ; 0.0266471023265 ; 0 ; -3.30746296341 ; 1560350298 ;
4354 ; 1560350299 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.22673358248 ; 0 ; 48.3381716233 ; -4.659896255 ; -2177.55218131 ; 6320.38894198 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.13229719223 ; 0 ; 0 ; 0 ; 0.0248034028134 ; 0 ; -3.30165761662 ; 1560350299 ;
4355 ; 1560350300 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.20313360022 ; 0 ; 48.3381731217 ; -4.65991693667 ; -2179.08080085 ; 6320.55554905 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.96561409114 ; 0 ; 0 ; 0 ; 0.0307849168579 ; 0 ; -3.29335750859 ; 1560350300 ;
4356 ; 1560350301 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.20358433054 ; 0 ; 48.3381744067 ; -4.65993718333 ; -2180.57727645 ; 6320.69843453 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.82265377417 ; 0 ; 0 ; 0 ; 0.0291158709193 ; 0 ; -3.28621058058 ; 1560350301 ;
4357 ; 1560350302 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.18297364042 ; 0 ; 48.3381754817 ; -4.65995788333 ; -2182.10726905 ; 6320.81796907 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.7030423074 ; 0 ; 0 ; 0 ; 0.0337919757215 ; 0 ; -3.28021176823 ; 1560350302 ;
4358 ; 1560350303 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.17514373587 ; 0 ; 48.3381757783 ; -4.65997975 ; -2183.72352898 ; 6320.8509569 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.66997277644 ; 0 ; 0 ; 0 ; 0.0372815243387 ; 0 ; -3.2785500607 ; 1560350303 ;
4359 ; 1560350304 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.16623534487 ; 0 ; 48.3381755033 ; -4.66000322167 ; -2185.45844682 ; 6320.8203783 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.70046316599 ; 0 ; 0 ; 0 ; 0.0378926393407 ; 0 ; -3.28008164606 ; 1560350304 ;
4360 ; 1560350305 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.16536797808 ; 0 ; 48.3381760467 ; -4.660024895 ; -2187.06040593 ; 6320.88079421 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.63996532932 ; 0 ; 0 ; 0 ; 0.0393801772598 ; 0 ; -3.27704079504 ; 1560350305 ;
4361 ; 1560350306 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.17360772417 ; 0 ; 48.3381761883 ; -4.66004647333 ; -2188.65536034 ; 6320.89654682 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.62413069839 ; 0 ; 0 ; 0 ; 0.035516181198 ; 0 ; -3.2762439837 ; 1560350306 ;
4362 ; 1560350307 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.16441799925 ; 0 ; 48.3381774467 ; -4.66006650833 ; -2190.13619143 ; 6321.0364671 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.48413386196 ; 0 ; 0 ; 0 ; 0.0362856524088 ; 0 ; -3.2691892094 ; 1560350307 ;
4363 ; 1560350308 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.17149307059 ; 0 ; 48.3381782783 ; -4.66008696333 ; -2191.64808505 ; 6321.12894422 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.39157819282 ; 0 ; 0 ; 0 ; 0.0330808238855 ; 0 ; -3.26451327605 ; 1560350308 ;
4364 ; 1560350309 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.17930414007 ; 0 ; 48.3381786283 ; -4.66010825167 ; -2193.22159509 ; 6321.16786244 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.35257778224 ; 0 ; 0 ; 0 ; 0.0294709594252 ; 0 ; -3.26254009395 ; 1560350309 ;
4365 ; 1560350310 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.19785358236 ; 0 ; 48.3381782217 ; -4.66013062167 ; -2194.87508897 ; 6321.12264317 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.39771022042 ; 0 ; 0 ; 0 ; 0.0244541725956 ; 0 ; -3.26482276175 ; 1560350310 ;
4366 ; 1560350311 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.21066214369 ; 0 ; 48.3381776183 ; -4.66015251333 ; -2196.49323539 ; 6321.05555557 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.46471238369 ; 0 ; 0 ; 0 ; 0.0215547045949 ; 0 ; -3.26820772639 ; 1560350311 ;
4367 ; 1560350312 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.22887088583 ; 0 ; 48.3381773017 ; -4.660173775 ; -2198.0648031 ; 6321.02034384 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.49984068517 ; 0 ; 0 ; 0 ; 0.0138430362159 ; 0 ; -3.26998036408 ; 1560350312 ;
4368 ; 1560350313 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.22629012392 ; 0 ; 48.3381781467 ; -4.66019415 ; -2199.57078282 ; 6321.11430355 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.40580061683 ; 0 ; 0 ; 0 ; 0.0132142259764 ; 0 ; -3.2652309493 ; 1560350313 ;
4369 ; 1560350314 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.19984354304 ; 0 ; 48.338178825 ; -4.66021599 ; -2201.18505502 ; 6321.18973078 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.3302868153 ; 0 ; 0 ; 0 ; 0.0209385151442 ; 0 ; -3.2614103542 ; 1560350314 ;
4370 ; 1560350315 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.189107316 ; 0 ; 48.33817992 ; -4.66023796333 ; -2202.8091645 ; 6321.31148922 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.2084408002 ; 0 ; 0 ; 0 ; 0.0224889534771 ; 0 ; -3.25523353147 ; 1560350315 ;
4371 ; 1560350316 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.1667529516 ; 0 ; 48.3381809467 ; -4.66025900667 ; -2204.364536 ; 6321.42564935 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.09419637546 ; 0 ; 0 ; 0 ; 0.0286098859664 ; 0 ; -3.24942889167 ; 1560350316 ;
4372 ; 1560350317 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.14942492769 ; 0 ; 48.33818207 ; -4.66028111 ; -2205.99825305 ; 6321.55055831 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 1.96919840388 ; 0 ; 0 ; 0 ; 0.0302889390364 ; 0 ; -3.24306402433 ; 1560350317 ;
4373 ; 1560350318 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.12836207674 ; 0 ; 48.3381828083 ; -4.66030239667 ; -2207.57162287 ; 6321.63265724 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 1.88701331988 ; 0 ; 0 ; 0 ; 0.0384087082209 ; 0 ; -3.23887157352 ; 1560350318 ;
4374 ; 1560350319 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.12651671694 ; 0 ; 48.3381818467 ; -4.660324645 ; -2209.2161478 ; 6321.52572478 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 1.99385525286 ; 0 ; 0 ; 0 ; 0.0402468668243 ; 0 ; -3.24432003136 ; 1560350319 ;
4375 ; 1560350320 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.11740495489 ; 0 ; 48.3381819017 ; -4.66034534333 ; -2210.74606061 ; 6321.5318405 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 1.98765488947 ; 0 ; 0 ; 0 ; 0.0445253975358 ; 0 ; -3.24400382598 ; 1560350320 ;
4376 ; 1560350321 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.11462594794 ; 0 ; 48.3381811833 ; -4.66036647 ; -2212.3076672 ; 6321.45196548 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.06744309049 ; 0 ; 0 ; 0 ; 0.0466181508755 ; 0 ; -3.24806647428 ; 1560350321 ;
4377 ; 1560350322 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.09860219286 ; 0 ; 48.338181125 ; -4.66038767167 ; -2213.87478878 ; 6321.44547911 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.0738419001 ; 0 ; 0 ; 0 ; 0.0521620399772 ; 0 ; -3.24839178365 ; 1560350322 ;
4378 ; 1560350323 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.12055076884 ; 0 ; 48.3381805583 ; -4.66040918167 ; -2215.46472289 ; 6321.38246865 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.13676308049 ; 0 ; 0 ; 0 ; 0.0466462843254 ; 0 ; -3.25159105036 ; 1560350323 ;
4379 ; 1560350324 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.12894048022 ; 0 ; 48.3381806567 ; -4.66043072333 ; -2217.05696875 ; 6321.39340282 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.12573905615 ; 0 ; 0 ; 0 ; 0.0427551099237 ; 0 ; -3.25103046468 ; 1560350324 ;
4380 ; 1560350325 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.1104536228 ; 0 ; 48.3381807517 ; -4.66045194667 ; -2218.62568517 ; 6321.40396634 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.11508657318 ; 0 ; 0 ; 0 ; 0.0492763288928 ; 0 ; -3.25048865833 ; 1560350325 ;
4381 ; 1560350326 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.11894549654 ; 0 ; 48.3381797917 ; -4.66047390833 ; -2220.24902136 ; 6321.29721921 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.22174118645 ; 0 ; 0 ; 0 ; 0.0472110616163 ; 0 ; -3.25590538621 ; 1560350326 ;
4382 ; 1560350327 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.13500561045 ; 0 ; 48.3381790633 ; -4.66049517833 ; -2221.82122305 ; 6321.21623224 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.30263810977 ; 0 ; 0 ; 0 ; 0.0445645724609 ; 0 ; -3.26000647184 ; 1560350327 ;
4383 ; 1560350328 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.14794065283 ; 0 ; 48.3381776 ; -4.66051592833 ; -2223.35502109 ; 6321.05351699 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.46526508639 ; 0 ; 0 ; 0 ; 0.0435380738421 ; 0 ; -3.26823089289 ; 1560350328 ;
4384 ; 1560350329 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.13275529669 ; 0 ; 48.3381770483 ; -4.66053676167 ; -2224.894939 ; 6320.99217446 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.5265185833 ; 0 ; 0 ; 0 ; 0.0471992067564 ; 0 ; -3.27132115832 ; 1560350329 ;
4385 ; 1560350330 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.13357772158 ; 0 ; 48.338176915 ; -4.66055763 ; -2226.4374257 ; 6320.97734847 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.54125496745 ; 0 ; 0 ; 0 ; 0.0491749984372 ; 0 ; -3.27206379538 ; 1560350330 ;
4386 ; 1560350331 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.12428225802 ; 0 ; 48.3381762033 ; -4.660579185 ; -2228.03069258 ; 6320.89821474 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.62029569503 ; 0 ; 0 ; 0 ; 0.0521028052331 ; 0 ; -3.27604408235 ; 1560350331 ;
4387 ; 1560350332 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.10553027914 ; 0 ; 48.338176595 ; -4.660601115 ; -2229.65162935 ; 6320.94176609 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.57664927654 ; 0 ; 0 ; 0 ; 0.0577674487844 ; 0 ; -3.27384658656 ; 1560350332 ;
4388 ; 1560350333 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.09405388163 ; 0 ; 48.3381761217 ; -4.660622805 ; -2231.25486437 ; 6320.88913383 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.629187054 ; 0 ; 0 ; 0 ; 0.0642060010926 ; 0 ; -3.27649085003 ; 1560350333 ;
4389 ; 1560350334 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.09519638346 ; 0 ; 48.3381761217 ; -4.66064414 ; -2232.8318389 ; 6320.88913383 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.62909366935 ; 0 ; 0 ; 0 ; 0.065118332473 ; 0 ; -3.276485874 ; 1560350334 ;
4390 ; 1560350335 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.09188975619 ; 0 ; 48.338175805 ; -4.66066404667 ; -2234.30325218 ; 6320.8539221 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.66421786789 ; 0 ; 0 ; 0 ; 0.0657853343611 ; 0 ; -3.27825188039 ; 1560350335 ;
4391 ; 1560350336 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.08530773447 ; 0 ; 48.3381751433 ; -4.66068584667 ; -2235.91462616 ; 6320.78034812 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.73769555334 ; 0 ; 0 ; 0 ; 0.0681311437422 ; 0 ; -3.28194189337 ; 1560350336 ;
4392 ; 1560350337 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.06721951292 ; 0 ; 48.3381741183 ; -4.66070787167 ; -2237.542647 ; 6320.66637332 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.85157260206 ; 0 ; 0 ; 0 ; 0.0769058883977 ; 0 ; -3.28764823539 ; 1560350337 ;
4393 ; 1560350338 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.0752588682 ; 0 ; 48.3381729267 ; -4.660729825 ; -2239.16537798 ; 6320.53386604 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.98398199212 ; 0 ; 0 ; 0 ; 0.0778160808992 ; 0 ; -3.29426327743 ; 1560350338 ;
4394 ; 1560350339 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.07962526606 ; 0 ; 48.33817239 ; -4.66075125 ; -2240.74902853 ; 6320.47419142 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.04356061528 ; 0 ; 0 ; 0 ; 0.0763954336428 ; 0 ; -3.29723238815 ; 1560350339 ;
4395 ; 1560350340 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.08346344755 ; 0 ; 48.3381722167 ; -4.66077190833 ; -2242.27599504 ; 6320.45491764 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.06274142908 ; 0 ; 0 ; 0 ; 0.0743547002307 ; 0 ; -3.29818711401 ; 1560350340 ;
4396 ; 1560350341 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.0960091524 ; 0 ; 48.3381707817 ; -4.66079277333 ; -2243.81829284 ; 6320.29535292 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.22221182706 ; 0 ; 0 ; 0 ; 0.0733769941652 ; 0 ; -3.30610796064 ; 1560350341 ;
4397 ; 1560350342 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.11575700567 ; 0 ; 48.3381695867 ; -4.66081381167 ; -2245.37339207 ; 6320.16247498 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.35499423649 ; 0 ; 0 ; 0 ; 0.0701368631653 ; 0 ; -3.3126769072 ; 1560350342 ;
4398 ; 1560350343 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.14823843764 ; 0 ; 48.338168475 ; -4.66083507167 ; -2246.94487218 ; 6320.03886329 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.4785089572 ; 0 ; 0 ; 0 ; 0.0605053009166 ; 0 ; -3.31876516399 ; 1560350343 ;
4399 ; 1560350344 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.15417506025 ; 0 ; 48.3381683433 ; -4.660856145 ; -2248.50251168 ; 6320.02422262 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.49305307725 ; 0 ; 0 ; 0 ; 0.058746488428 ; 0 ; -3.31948038958 ; 1560350344 ;
4400 ; 1560350345 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.17832352446 ; 0 ; 48.338167535 ; -4.66087736333 ; -2250.07089872 ; 6319.93434006 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.58283799933 ; 0 ; 0 ; 0 ; 0.0525763200571 ; 0 ; -3.3238902737 ; 1560350345 ;
4401 ; 1560350346 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.17764999197 ; 0 ; 48.338167275 ; -4.66089806 ; -2251.60070264 ; 6319.90542938 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.61165301828 ; 0 ; 0 ; 0 ; 0.0515557121373 ; 0 ; -3.32530285959 ; 1560350346 ;
4402 ; 1560350347 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.16231717394 ; 0 ; 48.33816708 ; -4.660919415 ; -2253.17916435 ; 6319.88374636 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.63323689159 ; 0 ; 0 ; 0 ; 0.0562689181405 ; 0 ; -3.32636007146 ; 1560350347 ;
4403 ; 1560350348 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.14793457316 ; 0 ; 48.3381670233 ; -4.66094131 ; -2254.79753402 ; 6319.87744532 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.63943583705 ; 0 ; 0 ; 0 ; 0.0614696907473 ; 0 ; -3.32666337146 ; 1560350348 ;
4404 ; 1560350349 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.13562335299 ; 0 ; 48.3381677067 ; -4.660963405 ; -2256.43065392 ; 6319.95342852 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.56334913569 ; 0 ; 0 ; 0 ; 0.0659898360604 ; 0 ; -3.32293287926 ; 1560350349 ;
4405 ; 1560350350 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.13627960013 ; 0 ; 48.33816762 ; -4.66098534167 ; -2258.05210469 ; 6319.94379162 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.57288280409 ; 0 ; 0 ; 0 ; 0.0658250013983 ; 0 ; -3.32340045782 ; 1560350350 ;
4406 ; 1560350351 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.15467943476 ; 0 ; 48.3381680717 ; -4.66100652833 ; -2259.61809542 ; 6319.99401467 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.52255962696 ; 0 ; 0 ; 0 ; 0.0588204377464 ; 0 ; -3.32092906577 ; 1560350351 ;
4407 ; 1560350352 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.16886534022 ; 0 ; 48.3381678667 ; -4.66102775833 ; -2261.18731822 ; 6319.97121971 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.5452538114 ; 0 ; 0 ; 0 ; 0.0513938561726 ; 0 ; -3.32204364483 ; 1560350352 ;
4408 ; 1560350353 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.18292989062 ; 0 ; 48.3381683317 ; -4.66104993167 ; -2262.8262377 ; 6320.02292535 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.49344245484 ; 0 ; 0 ; 0 ; 0.0472565498992 ; 0 ; -3.31949701408 ; 1560350353 ;
4409 ; 1560350354 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.18863810824 ; 0 ; 48.3381695533 ; -4.66107043333 ; -2264.34156244 ; 6320.15876848 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.35750115104 ; 0 ; 0 ; 0 ; 0.04322437982 ; 0 ; -3.3127973518 ; 1560350354 ;
